127.0.0.1, 2025-06-03 19:12:43.640445794 UTC, 3MGTNNISAPLC, false, 0,254,229, 50,204,229, 178,193,61, 178,163,91
127.0.0.1, 2025-06-03 19:12:48.100039273 UTC, 3MGTNNISAPLC, false, 127,137,15, 127,117,35, 50,25,102, 0,25,152
127.0.0.1, 2025-06-03 19:12:50.123091852 UTC, 3MGTNNISAPLC, true, 249,107,25, 209,147,25, 127,219,35, 127,239,15
127.0.0.1, 2025-06-03 19:12:52.692708364 UTC, 3MGTNNISAPLC, true, 37,17,119, 13,33,135, 173,76,81, 183,76,71
127.0.0.1, 2025-06-03 19:12:54.552751400 UTC, 3MGTNNISAPLC, false, 229,249,5, 229,209,45, 182,182,172, 174,174,184
127.0.0.1, 2025-06-03 19:12:56.216403018 UTC, 3MGTNNISAPLC, false, 147,25,5, 107,25,45, 35,229,117, 15,229,137
127.0.0.1, 2025-06-03 19:12:58.282465165 UTC, 3MGTNNISAPLC, false, 40,117,15, 10,137,35, 125,227,130, 129,231,124
127.0.0.1, 2025-06-03 19:13:12.114201724 UTC, 3MGTNNISAPLC, false, 80,172,182, 72,184,174, 17,17,241, 33,33,217
127.0.0.1, 2025-06-03 19:13:13.912285933 UTC, 3MGTNNISAPLC, false, 29,223,29, 21,235,21, 123,123,235, 131,131,223
127.0.0.1, 2025-06-03 19:13:16.032034894 UTC, 3MGTNNISAPLC, false, 0,152,229, 50,102,229, 225,235,225, 233,223,233
127.0.0.1, 2025-06-03 19:13:18.149795144 UTC, 3MGTNNISAPLC, false, 20,132,229, 30,122,229, 229,132,224, 229,122,234
127.0.0.1, 2025-06-03 19:13:20.098516262 UTC, 3MGTNNISAPLC, true, 76,203,153, 76,153,203, 29,131,223, 21,123,235
127.0.0.1, 2025-06-03 19:13:23.884231158 UTC, 3MGTNNISAPLC, false, 178,158,198, 178,198,158, 71,81,178, 81,71,178
127.0.0.1, 2025-06-03 19:13:49.931826086 UTC, 3MGTNNISAPLC, true, 239,214,239, 219,244,219, 188,86,163, 168,66,193
127.0.0.1, 2025-06-03 19:13:57.483836215 UTC, 3MGTNNISAPLC, false, 139,17,221, 115,33,237, 127,224,132, 127,234,122
127.0.0.1, 2025-06-03 19:13:59.701910491 UTC, 3MGTNNISAPLC, false, 51,76,101, 101,76,51, 214,142,229, 244,112,229
127.0.0.1, 2025-06-03 19:14:03.815652807 UTC, 3MGTNNISAPLC, true, 80,172,80, 72,184,72, 131,19,233, 123,31,225
127.0.0.1, 2025-06-03 19:14:07.422608064 UTC, 3MGTNNISAPLC, true, 127,147,209, 127,107,249, 244,219,15, 214,239,35
127.0.0.1, 2025-06-03 19:14:09.624432507 UTC, 3MGTNNISAPLC, false, 33,115,135, 17,139,119, 25,40,10, 25,10,40
127.0.0.1, 2025-06-03 19:14:15.533300494 UTC, 3MGTNNISAPLC, false, 35,117,127, 15,137,127, 19,238,223, 31,220,235
127.0.0.1, 2025-06-03 19:14:17.447947957 UTC, 3MGTNNISAPLC, true, 229,254,0, 229,204,50, 173,76,81, 183,76,71
127.0.0.1, 2025-06-03 19:14:20.815111455 UTC, 3MGTNNISAPLC, true, 112,35,239, 142,15,219, 217,237,237, 241,221,221
127.0.0.1, 2025-06-03 19:14:34.950214171 UTC, 3MGTNNISAPLC, true, 17,119,139, 33,135,115, 229,20,132, 229,30,122
127.0.0.1, 2025-06-03 19:14:37.468191925 UTC, 3MGTNNISAPLC, true, 25,45,5, 25,5,45, 117,127,239, 137,127,219
127.0.0.1, 2025-06-03 19:14:41.092239368 UTC, 3MGTNNISAPLC, true, 235,21,21, 223,29,29, 229,30,224, 229,20,234
127.0.0.1, 2025-06-03 19:14:47.608465307 UTC, 3MGTNNISAPLC, false, 72,82,72, 80,70,80, 102,229,152, 152,229,102
127.0.0.1, 2025-06-03 19:14:50.859325386 UTC, 3MGTNNISAPLC, false, 119,119,37, 135,135,13, 178,96,56, 178,56,96
127.0.0.1, 2025-06-03 19:14:52.849102263 UTC, 3MGTNNISAPLC, true, 102,152,25, 152,102,25, 129,231,124, 125,227,130
127.0.0.1, 2025-06-03 19:14:54.853068030 UTC, 3MGTNNISAPLC, false, 249,25,5, 209,25,45, 178,173,183, 178,183,173
127.0.0.1, 2025-06-03 19:14:58.902072478 UTC, 3MGTNNISAPLC, true, 137,219,25, 117,239,25, 238,121,121, 220,133,133
127.0.0.1, 2025-06-03 19:15:03.082536673 UTC, 3MGTNNISAPLC, true, 123,31,225, 131,19,233, 35,10,239, 15,40,219
127.0.0.1, 2025-06-03 19:15:05.124172835 UTC, 3MGTNNISAPLC, false, 119,17,37, 135,33,13, 224,132,25, 234,122,25
127.0.0.1, 2025-06-03 19:15:07.271294795 UTC, 3MGTNNISAPLC, true, 142,229,10, 112,229,40, 235,118,235, 223,136,223
127.0.0.1, 2025-06-03 19:15:09.928684471 UTC, 3MGTNNISAPLC, false, 67,184,184, 85,172,172, 27,27,124, 23,23,130
127.0.0.1, 2025-06-03 19:16:55.936316252 UTC, 3MGTNNISAPLC, false, 132,25,224, 122,25,234, 0,229,152, 50,229,102
127.0.0.1, 2025-06-03 19:16:59.119776421 UTC, 3MGTNNISAPLC, true, 23,125,130, 27,129,124, 28,227,125, 22,231,129
127.0.0.1, 2025-06-03 19:17:01.180268488 UTC, 3MGTNNISAPLC, false, 34,19,121, 16,31,133, 0,50,229, 50,0,229
127.0.0.1, 2025-06-03 19:17:03.319433471 UTC, 3MGTNNISAPLC, false, 80,172,182, 72,184,174, 80,80,172, 72,72,184
127.0.0.1, 2025-06-03 19:17:05.080096725 UTC, 3MGTNNISAPLC, false, 112,239,239, 142,219,219, 133,220,235, 121,238,223
127.0.0.1, 2025-06-03 19:17:07.805065489 UTC, 3MGTNNISAPLC, true, 102,152,127, 152,102,127, 203,51,178, 153,101,178
127.0.0.1, 2025-06-03 19:17:09.631197643 UTC, 3MGTNNISAPLC, false, 112,239,137, 142,219,117, 31,31,118, 19,19,136
127.0.0.1, 2025-06-03 19:17:18.995158962 UTC, 3MGTNNISAPLC, true, 117,15,244, 137,35,214, 187,172,70, 169,184,82
127.0.0.1, 2025-06-03 19:17:20.897333896 UTC, 3MGTNNISAPLC, false, 25,244,214, 25,214,244, 223,19,34, 235,31,16
127.0.0.1, 2025-06-03 19:17:23.798301215 UTC, 3MGTNNISAPLC, true, 184,82,67, 172,70,85, 232,23,125, 226,27,129
127.0.0.1, 2025-06-03 19:17:30.893628581 UTC, 3MGTNNISAPLC, true, 127,204,152, 127,254,102, 142,25,112, 112,25,142
127.0.0.1, 2025-06-03 19:17:40.967874673 UTC, 3MGTNNISAPLC, false, 122,127,132, 132,127,122, 227,130,23, 231,124,27
127.0.0.1, 2025-06-03 19:17:51.978141405 UTC, 3MGTNNISAPLC, false, 178,91,163, 178,61,193, 235,225,21, 223,233,29
127.0.0.1, 2025-06-03 19:17:54.745727456 UTC, 3MGTNNISAPLC, true, 137,219,25, 117,239,25, 127,35,117, 127,15,137
127.0.0.1, 2025-06-03 19:17:57.377490420 UTC, 3MGTNNISAPLC, true, 133,118,235, 121,136,223, 25,30,224, 25,20,234
127.0.0.1, 2025-06-03 19:17:59.090010692 UTC, 3MGTNNISAPLC, false, 209,249,127, 249,209,127, 122,127,234, 132,127,224
127.0.0.1, 2025-06-03 19:18:01.780125965 UTC, 3MGTNNISAPLC, true, 204,50,229, 254,0,229, 133,31,16, 121,19,34
127.0.0.1, 2025-06-03 19:18:03.849904815 UTC, 3MGTNNISAPLC, true, 229,244,112, 229,214,142, 25,219,35, 25,239,15
127.0.0.1, 2025-06-03 19:18:05.644174175 UTC, 3MGTNNISAPLC, false, 168,168,193, 188,188,163, 81,173,178, 71,183,178
127.0.0.1, 2025-06-03 19:18:07.899728633 UTC, 3MGTNNISAPLC, true, 30,25,224, 20,25,234, 229,30,122, 229,20,132
127.0.0.1, 2025-06-03 19:18:19.800120647 UTC, 3MGTNNISAPLC, false, 186,84,64, 170,68,88, 219,142,15, 239,112,35
127.0.0.1, 2025-06-03 19:18:21.593870101 UTC, 3MGTNNISAPLC, false, 61,91,178, 91,61,178, 127,45,107, 127,5,147
127.0.0.1, 2025-06-03 19:18:23.164359693 UTC, 3MGTNNISAPLC, true, 127,147,5, 127,107,45, 239,25,15, 219,25,35
127.0.0.1, 2025-06-03 19:18:24.795922575 UTC, 3MGTNNISAPLC, true, 25,219,239, 25,239,219, 229,122,132, 229,132,122
127.0.0.1, 2025-06-03 19:18:26.430454882 UTC, 3MGTNNISAPLC, true, 229,254,204, 229,204,254, 127,5,249, 127,45,209
127.0.0.1, 2025-06-03 19:18:35.526341843 UTC, 3MGTNNISAPLC, true, 178,71,183, 178,81,173, 127,30,224, 127,20,234
127.0.0.1, 2025-06-03 19:18:37.547490183 UTC, 3MGTNNISAPLC, false, 5,249,127, 45,209,127, 25,5,249, 25,45,209
127.0.0.1, 2025-06-03 19:18:39.642279952 UTC, 3MGTNNISAPLC, false, 37,17,221, 13,33,237, 119,37,17, 135,13,33
127.0.0.1, 2025-06-03 19:18:41.591936565 UTC, 3MGTNNISAPLC, true, 214,239,35, 244,219,15, 23,125,130, 27,129,124
127.0.0.1, 2025-06-03 19:18:44.271702469 UTC, 3MGTNNISAPLC, true, 119,221,37, 135,237,13, 20,234,229, 30,224,229
127.0.0.1, 2025-06-03 19:18:47.424476173 UTC, 3MGTNNISAPLC, true, 127,249,107, 127,209,147, 15,117,40, 35,137,10
127.0.0.1, 2025-06-03 19:18:52.065235532 UTC, 3MGTNNISAPLC, false, 127,239,117, 127,219,137, 237,13,237, 221,37,221
127.0.0.1, 2025-06-03 19:18:59.343160510 UTC, 3MGTNNISAPLC, true, 25,0,254, 25,50,204, 239,10,35, 219,40,15
127.0.0.1, 2025-06-03 19:19:00.986359645 UTC, 3MGTNNISAPLC, true, 50,204,127, 0,254,127, 233,121,29, 225,133,21
127.0.0.1, 2025-06-03 19:19:05.390606067 UTC, 3MGTNNISAPLC, false, 244,214,25, 214,244,25, 229,214,142, 229,244,112
127.0.0.1, 2025-06-03 19:19:08.747888462 UTC, 3MGTNNISAPLC, false, 188,168,178, 168,188,178, 118,235,235, 136,223,223
127.0.0.1, 2025-06-03 19:19:10.658644451 UTC, 3MGTNNISAPLC, false, 76,203,51, 76,153,101, 214,25,244, 244,25,214
127.0.0.1, 2025-06-03 19:19:13.056913175 UTC, 3MGTNNISAPLC, true, 204,152,127, 254,102,127, 241,17,119, 217,33,135
127.0.0.1, 2025-06-03 19:19:15.617926850 UTC, 3MGTNNISAPLC, false, 142,117,117, 112,137,137, 30,224,229, 20,234,229
127.0.0.1, 2025-06-03 19:19:17.661542748 UTC, 3MGTNNISAPLC, false, 76,203,153, 76,153,203, 178,91,163, 178,61,193
127.0.0.1, 2025-06-03 19:19:22.914115672 UTC, 3MGTNNISAPLC, true, 132,25,20, 122,25,30, 182,70,80, 174,82,72
127.0.0.1, 2025-06-03 19:19:25.069983662 UTC, 3MGTNNISAPLC, false, 66,86,76, 86,66,76, 15,127,239, 35,127,219
127.0.0.1, 2025-06-03 19:19:27.419155641 UTC, 3MGTNNISAPLC, false, 152,25,204, 102,25,254, 237,115,237, 221,139,221
127.0.0.1, 2025-06-03 19:19:34.544705768 UTC, 3MGTNNISAPLC, false, 25,30,20, 25,20,30, 30,25,224, 20,25,234
127.0.0.1, 2025-06-03 19:19:36.331162611 UTC, 3MGTNNISAPLC, false, 153,76,203, 203,76,153, 232,125,227, 226,129,231
127.0.0.1, 2025-06-03 19:19:37.827342397 UTC, 3MGTNNISAPLC, false, 223,223,136, 235,235,118, 25,15,137, 25,35,117
127.0.0.1, 2025-06-03 19:19:39.482812967 UTC, 3MGTNNISAPLC, false, 163,188,188, 193,168,168, 137,127,117, 117,127,137
127.0.0.1, 2025-06-03 19:19:41.217407264 UTC, 3MGTNNISAPLC, false, 127,50,204, 127,0,254, 172,80,182, 184,72,174
127.0.0.1, 2025-06-03 19:19:42.972092405 UTC, 3MGTNNISAPLC, true, 102,254,25, 152,204,25, 27,226,231, 23,232,227
127.0.0.1, 2025-06-03 19:19:45.191249657 UTC, 3MGTNNISAPLC, true, 107,147,127, 147,107,127, 31,225,123, 19,233,131
127.0.0.1, 2025-06-03 19:19:47.616896553 UTC, 3MGTNNISAPLC, true, 221,37,119, 237,13,135, 241,119,119, 217,135,135
127.0.0.1, 2025-06-03 19:19:50.801288553 UTC, 3MGTNNISAPLC, true, 56,178,198, 96,178,158, 125,125,232, 129,129,226
127.0.0.1, 2025-06-03 19:19:53.335879052 UTC, 3MGTNNISAPLC, false, 0,152,25, 50,102,25, 10,244,127, 40,214,127
127.0.0.1, 2025-06-03 19:19:56.906201221 UTC, 3MGTNNISAPLC, false, 70,70,85, 82,82,67, 82,169,184, 70,187,172
127.0.0.1, 2025-06-03 19:19:59.540040844 UTC, 3MGTNNISAPLC, true, 33,115,33, 17,139,17, 86,163,188, 66,193,168
127.0.0.1, 2025-06-03 19:20:01.140304440 UTC, 3MGTNNISAPLC, false, 254,127,0, 204,127,50, 23,23,130, 27,27,124
127.0.0.1, 2025-06-03 19:20:02.723231814 UTC, 3MGTNNISAPLC, false, 96,158,178, 56,198,178, 176,79,74, 180,73,78
127.0.0.1, 2025-06-03 19:21:08.263407941 UTC, 3MGTNNISAPLC, true, 193,76,163, 163,76,193, 239,127,219, 219,127,239
127.0.0.1, 2025-06-03 19:21:11.589960066 UTC, 3MGTNNISAPLC, true, 239,239,112, 219,219,142, 152,127,102, 102,127,152
127.0.0.1, 2025-06-03 19:21:13.376121314 UTC, 3MGTNNISAPLC, true, 152,229,0, 102,229,50, 173,178,81, 183,178,71
127.0.0.1, 2025-06-03 19:21:17.267760478 UTC, 3MGTNNISAPLC, false, 152,102,127, 102,152,127, 15,15,244, 35,35,214
127.0.0.1, 2025-06-03 19:21:19.266955057 UTC, 3MGTNNISAPLC, false, 84,166,186, 68,190,170, 107,229,249, 147,229,209
127.0.0.1, 2025-06-03 19:21:22.053762516 UTC, 3MGTNNISAPLC, true, 102,254,127, 152,204,127, 244,25,214, 214,25,244
127.0.0.1, 2025-06-03 19:21:23.819812934 UTC, 3MGTNNISAPLC, true, 119,119,241, 135,135,217, 178,71,183, 178,81,173
127.0.0.1, 2025-06-03 19:21:25.389985977 UTC, 3MGTNNISAPLC, true, 229,204,50, 229,254,0, 76,81,71, 76,71,81
127.0.0.1, 2025-06-03 19:21:28.546439854 UTC, 3MGTNNISAPLC, true, 27,129,22, 23,125,28, 22,27,27, 28,23,23
127.0.0.1, 2025-06-03 19:21:30.226990892 UTC, 3MGTNNISAPLC, false, 229,204,50, 229,254,0, 121,136,223, 133,118,235
127.0.0.1, 2025-06-03 19:21:32.169189935 UTC, 3MGTNNISAPLC, true, 204,50,25, 254,0,25, 142,229,10, 112,229,40
127.0.0.1, 2025-06-03 20:49:51.189876546 UTC, ____________, true, 33,33,115, 17,17,139, 232,23,227, 226,27,231
127.0.0.1, 2025-06-03 20:49:59.596230504 UTC, ____________, true, 37,119,17, 13,135,33, 227,227,28, 231,231,22
127.0.0.1, 2025-06-03 20:50:02.417730862 UTC, ____________, true, 125,28,23, 129,22,27, 29,29,121, 21,21,133
127.0.0.1, 2025-06-03 20:50:11.268489967 UTC, ____________, false, 193,178,61, 163,178,91, 188,66,76, 168,86,76
127.0.0.1, 2025-06-04 11:22:08.805766710 UTC, 3MGTNNESAPLC, true, 35,214,137, 15,244,117, 112,229,40, 142,229,10
127.0.0.1, 2025-06-04 11:22:11.457040666 UTC, 3MGTNNESAPLC, false, 40,219,219, 10,239,239, 163,193,178, 193,163,178
127.0.0.1, 2025-06-04 11:22:13.739054228 UTC, 3MGTNNESAPLC, false, 152,127,204, 102,127,254, 74,176,79, 78,180,73
127.0.0.1, 2025-06-04 11:22:15.944468535 UTC, 3MGTNNESAPLC, true, 142,117,15, 112,137,35, 225,123,133, 233,131,121
127.0.0.1, 2025-06-04 11:22:17.933410896 UTC, 3MGTNNESAPLC, true, 229,152,204, 229,102,254, 174,184,174, 182,172,182
127.0.0.1, 2025-06-04 11:22:19.918169433 UTC, 3MGTNNESAPLC, false, 20,132,127, 30,122,127, 81,76,71, 71,76,81
127.0.0.1, 2025-06-04 11:22:21.425834113 UTC, 3MGTNNESAPLC, true, 25,214,40, 25,244,10, 229,122,30, 229,132,20
127.0.0.1, 2025-06-04 11:22:23.594823348 UTC, 3MGTNNESAPLC, true, 117,239,127, 137,219,127, 121,136,223, 133,118,235
127.0.0.1, 2025-06-04 11:22:25.034048428 UTC, 3MGTNNESAPLC, false, 25,204,254, 25,254,204, 232,125,23, 226,129,27
127.0.0.1, 2025-06-04 11:22:27.605028540 UTC, 3MGTNNESAPLC, true, 30,224,25, 20,234,25, 152,229,0, 102,229,50
127.0.0.1, 2025-06-04 11:22:29.706529409 UTC, 3MGTNNESAPLC, true, 163,76,91, 193,76,61, 117,25,35, 137,25,15
127.0.0.1, 2025-06-04 11:22:33.988275668 UTC, 3MGTNNESAPLC, true, 135,33,13, 119,17,37, 121,19,136, 133,31,118
127.0.0.1, 2025-06-04 11:22:35.747446158 UTC, 3MGTNNESAPLC, true, 137,219,127, 117,239,127, 220,133,235, 238,121,223
127.0.0.1, 2025-06-04 11:22:37.284034 UTC, 3MGTNNESAPLC, false, 107,249,229, 147,209,229, 137,229,219, 117,229,239
127.0.0.1, 2025-06-04 11:22:39.845384049 UTC, 3MGTNNESAPLC, true, 231,231,22, 227,227,28, 122,229,30, 132,229,20
127.0.0.1, 2025-06-04 11:22:41.396737878 UTC, 3MGTNNESAPLC, true, 37,119,221, 13,135,237, 50,0,229, 0,50,229
127.0.0.1, 2025-06-04 11:22:45.296449461 UTC, 3MGTNNESAPLC, true, 239,137,214, 219,117,244, 239,35,112, 219,15,142
127.0.0.1, 2025-06-04 11:22:46.969645784 UTC, 3MGTNNESAPLC, true, 254,0,25, 204,50,25, 127,0,254, 127,50,204
127.0.0.1, 2025-06-04 11:22:48.493874084 UTC, 3MGTNNESAPLC, true, 117,244,15, 137,214,35, 229,50,0, 229,0,50
127.0.0.1, 2025-06-04 11:22:50.218427046 UTC, 3MGTNNESAPLC, false, 23,232,227, 27,226,231, 122,229,132, 132,229,122
127.0.0.1, 2025-06-04 11:22:51.782831124 UTC, 3MGTNNESAPLC, true, 56,198,76, 96,158,76, 152,0,25, 102,50,25
127.0.0.1, 2025-06-04 11:22:53.938411556 UTC, 3MGTNNESAPLC, false, 117,15,40, 137,35,10, 123,225,133, 131,233,121
127.0.0.1, 2025-06-04 11:22:55.757925800 UTC, 3MGTNNESAPLC, false, 102,127,254, 152,127,204, 125,130,125, 129,124,129
127.0.0.1, 2025-06-04 11:22:58.818529302 UTC, 3MGTNNESAPLC, true, 76,96,56, 76,56,96, 61,91,76, 91,61,76
127.0.0.1, 2025-06-04 11:23:00.802608932 UTC, 3MGTNNESAPLC, false, 127,142,214, 127,112,244, 221,139,17, 237,115,33
127.0.0.1, 2025-06-04 11:23:08.518125014 UTC, 3MGTNNESAPLC, false, 13,33,237, 37,17,221, 188,66,76, 168,86,76
127.0.0.1, 2025-06-04 11:23:16.530242931 UTC, 3MGTNNESAPLC, false, 71,178,81, 81,178,71, 15,127,35, 35,127,15
127.0.0.1, 2025-06-04 11:23:19.604558038 UTC, 3MGTNNESAPLC, true, 40,117,117, 10,137,137, 221,221,139, 237,237,115
127.0.0.1, 2025-06-04 11:23:28.720391809 UTC, 3MGTNNESAPLC, false, 66,66,91, 86,86,61, 233,223,29, 225,235,21
127.0.0.1, 2025-06-04 11:23:31.134163188 UTC, 3MGTNNESAPLC, false, 17,221,139, 33,237,115, 163,76,91, 193,76,61
127.0.0.1, 2025-06-04 11:23:32.538277957 UTC, 3MGTNNESAPLC, false, 25,147,107, 25,107,147, 20,132,229, 30,122,229
127.0.0.1, 2025-06-04 11:23:34.784349425 UTC, 3MGTNNESAPLC, false, 214,239,35, 244,219,15, 19,136,223, 31,118,235
127.0.0.1, 2025-06-04 11:23:36.904554989 UTC, 3MGTNNESAPLC, true, 224,234,25, 234,224,25, 25,30,224, 25,20,234
127.0.0.1, 2025-06-04 11:23:39.876948651 UTC, 3MGTNNESAPLC, true, 22,231,129, 28,227,125, 30,229,224, 20,229,234
127.0.0.1, 2025-06-04 11:23:41.575532352 UTC, 3MGTNNESAPLC, false, 70,187,172, 82,169,184, 91,76,61, 61,76,91
127.0.0.1, 2025-06-04 11:23:43.578223178 UTC, 3MGTNNESAPLC, false, 115,237,135, 139,221,119, 241,17,221, 217,33,237
127.0.0.1, 2025-06-04 11:23:45.417769838 UTC, 3MGTNNESAPLC, true, 235,220,31, 223,238,19, 190,68,170, 166,84,186
127.0.0.1, 2025-06-04 11:23:46.682399455 UTC, 3MGTNNESAPLC, false, 127,142,214, 127,112,244, 173,81,178, 183,71,178
127.0.0.1, 2025-06-04 11:23:47.903895449 UTC, 3MGTNNESAPLC, true, 136,223,19, 118,235,31, 10,25,40, 40,25,10
127.0.0.1, 2025-06-04 11:23:49.177963475 UTC, 3MGTNNESAPLC, false, 107,249,229, 147,209,229, 117,15,142, 137,35,112
127.0.0.1, 2025-06-04 11:23:50.578926071 UTC, 3MGTNNESAPLC, false, 25,254,204, 25,204,254, 123,133,21, 131,121,29
127.0.0.1, 2025-06-04 11:23:52.005043737 UTC, 3MGTNNESAPLC, true, 254,25,204, 204,25,254, 82,82,67, 70,70,85
127.0.0.1, 2025-06-04 11:23:53.577246565 UTC, 3MGTNNESAPLC, false, 127,102,152, 127,152,102, 139,119,221, 115,135,237
127.0.0.1, 2025-06-04 11:23:54.742573163 UTC, 3MGTNNESAPLC, false, 0,254,229, 50,204,229, 123,21,31, 131,29,19
127.0.0.1, 2025-06-04 11:23:57.148239289 UTC, 3MGTNNESAPLC, false, 229,117,137, 229,137,117, 172,70,85, 184,82,67
127.0.0.1, 2025-06-04 11:23:58.537709416 UTC, 3MGTNNESAPLC, true, 51,76,203, 101,76,153, 169,82,184, 187,70,172
127.0.0.1, 2025-06-04 11:24:00.422233320 UTC, 3MGTNNESAPLC, true, 173,183,76, 183,173,76, 176,74,181, 180,78,175
127.0.0.1, 2025-06-04 11:24:05.394530343 UTC, 3MGTNNESAPLC, false, 123,235,225, 131,223,233, 72,184,174, 80,172,182
127.0.0.1, 2025-06-04 11:24:07.609416246 UTC, 3MGTNNESAPLC, true, 125,232,23, 129,226,27, 67,82,184, 85,70,172
127.0.0.1, 2025-06-04 11:24:09.387592165 UTC, 3MGTNNESAPLC, false, 29,233,121, 21,225,133, 135,33,217, 119,17,241
127.0.0.1, 2025-06-04 11:24:10.659544474 UTC, 3MGTNNESAPLC, true, 244,214,127, 214,244,127, 119,17,37, 135,33,13
127.0.0.1, 2025-06-04 11:24:12.763357696 UTC, 3MGTNNESAPLC, false, 66,91,66, 86,61,86, 147,5,127, 107,45,127
127.0.0.1, 2025-06-04 11:24:14.019922892 UTC, 3MGTNNESAPLC, false, 229,254,102, 229,204,152, 235,21,123, 223,29,131
127.0.0.1, 2025-06-04 11:24:18.437441662 UTC, 3MGTNNESAPLC, true, 35,219,229, 15,239,229, 135,135,13, 119,119,37
127.0.0.1, 2025-06-04 11:24:20.542301801 UTC, 3MGTNNESAPLC, false, 170,68,88, 186,84,64, 133,123,123, 121,131,131
127.0.0.1, 2025-06-04 11:24:22.572363537 UTC, 3MGTNNESAPLC, false, 31,118,31, 19,136,19, 182,70,80, 174,82,72
127.0.0.1, 2025-06-04 11:24:25.668365058 UTC, 3MGTNNESAPLC, true, 133,31,16, 121,19,34, 117,25,239, 137,25,219
127.0.0.1, 2025-06-04 11:24:29.117970490 UTC, 3MGTNNESAPLC, false, 238,121,121, 220,133,133, 229,5,147, 229,45,107
127.0.0.1, 2025-06-04 11:24:31.182321466 UTC, 3MGTNNESAPLC, false, 249,127,107, 209,127,147, 121,136,121, 133,118,133
127.0.0.1, 2025-06-04 11:24:33.923545419 UTC, 3MGTNNESAPLC, false, 64,84,186, 88,68,170, 176,181,176, 180,175,180
127.0.0.1, 2025-06-04 11:24:37.079275700 UTC, 3MGTNNESAPLC, true, 163,76,193, 193,76,163, 102,127,50, 152,127,0
127.0.0.1, 2025-06-04 11:24:41.477531655 UTC, 3MGTNNESAPLC, true, 237,115,237, 221,139,221, 127,234,20, 127,224,30
127.0.0.1, 2025-06-04 11:24:43.277340774 UTC, 3MGTNNESAPLC, false, 139,221,17, 115,237,33, 21,21,133, 29,29,121
127.0.0.1, 2025-06-04 11:24:44.817620545 UTC, 3MGTNNESAPLC, false, 127,254,102, 127,204,152, 129,226,129, 125,232,125
127.0.0.1, 2025-06-04 11:24:49.362608268 UTC, 3MGTNNESAPLC, true, 172,182,80, 184,174,72, 225,21,133, 233,29,121
127.0.0.1, 2025-06-04 11:24:50.679769275 UTC, 3MGTNNESAPLC, true, 127,254,102, 127,204,152, 169,82,184, 187,70,172
127.0.0.1, 2025-06-04 11:24:52.083515722 UTC, 3MGTNNESAPLC, true, 209,45,127, 249,5,127, 23,23,28, 27,27,22
127.0.0.1, 2025-06-04 11:24:53.753160303 UTC, 3MGTNNESAPLC, true, 67,184,82, 85,172,70, 229,132,122, 229,122,132
127.0.0.1, 2025-06-04 11:24:57.363931987 UTC, 3MGTNNESAPLC, false, 40,10,25, 10,40,25, 27,22,231, 23,28,227
127.0.0.1, 2025-06-04 11:24:58.757434872 UTC, 3MGTNNESAPLC, true, 80,172,80, 72,184,72, 223,136,223, 235,118,235
127.0.0.1, 2025-06-04 11:25:00.142899446 UTC, 3MGTNNESAPLC, false, 68,170,88, 84,186,64, 35,127,15, 15,127,35
